,0,1,2,3,4,5,6,7,8
0,rstate,Knn Train Accuracy,Knn Test Accuracy,svm Train Accuracy,svm Test Accuracy,dt Train Accuracy,dt Test Accuracy,bpnn Train Accuracy,bpnn Test Accuracy
1,0.0,1.0,0.9534883720930233,0.9529411764705882,0.9069767441860465,0.9705882352941176,0.9534883720930233,0.7705882352941177,0.7209302325581395
2,0.0,1.0,0.9534883720930233,0.9294117647058824,0.9534883720930233,0.9705882352941176,0.9534883720930233,0.7352941176470589,0.8372093023255814
3,0.0,1.0,0.9534883720930233,0.9529411764705882,0.9302325581395349,0.9882352941176471,0.9302325581395349,0.9117647058823529,0.9069767441860465
4,0.0,1.0,0.8809523809523809,0.9707602339181286,0.8809523809523809,0.9824561403508771,0.9047619047619048,0.7076023391812866,0.8095238095238095
5,0.0,1.0,1.0,0.9473684210526315,0.9761904761904762,0.9590643274853801,0.9285714285714286,0.7602339181286549,0.7619047619047619
6,1.0,1.0,0.9302325581395349,0.9470588235294117,0.9534883720930233,0.9705882352941176,0.9534883720930233,0.5941176470588235,0.7209302325581395
7,1.0,1.0,1.0,0.9588235294117647,0.9302325581395349,0.9764705882352941,0.9302325581395349,0.24705882352941178,0.20930232558139536
8,1.0,1.0,0.9069767441860465,0.9647058823529412,0.9069767441860465,0.9764705882352941,0.8604651162790697,0.7647058823529411,0.7209302325581395
9,1.0,1.0,0.9523809523809523,0.9532163742690059,0.9047619047619048,0.9824561403508771,0.9047619047619048,0.7719298245614035,0.6904761904761905
10,1.0,1.0,0.9285714285714286,0.935672514619883,0.9523809523809523,0.9707602339181286,0.9523809523809523,0.7485380116959064,0.8095238095238095
11,2.0,1.0,0.9302325581395349,0.9588235294117647,0.8837209302325582,0.9823529411764705,0.9069767441860465,0.8235294117647058,0.7906976744186046
12,2.0,1.0,0.9302325581395349,0.9529411764705882,0.9069767441860465,0.9764705882352941,0.9069767441860465,0.5823529411764706,0.627906976744186
13,2.0,1.0,0.9767441860465116,0.9352941176470588,0.9534883720930233,0.9764705882352941,0.9534883720930233,0.25882352941176473,0.13953488372093023
14,2.0,1.0,0.9285714285714286,0.9590643274853801,0.9285714285714286,0.9707602339181286,0.9523809523809523,0.6549707602339181,0.7380952380952381
15,2.0,1.0,0.9523809523809523,0.9298245614035088,0.9523809523809523,0.9941520467836257,0.9285714285714286,0.23391812865497075,0.2619047619047619
16,3.0,1.0,0.9534883720930233,0.9411764705882353,0.9302325581395349,0.9647058823529412,0.9302325581395349,0.8294117647058824,0.7674418604651163
17,3.0,1.0,0.9534883720930233,0.9588235294117647,0.9069767441860465,0.9764705882352941,0.9069767441860465,0.6705882352941176,0.6976744186046512
18,3.0,1.0,0.9302325581395349,0.9352941176470588,0.9302325581395349,0.9705882352941176,0.9534883720930233,0.7647058823529411,0.7441860465116279
19,3.0,1.0,0.9285714285714286,0.9532163742690059,0.8809523809523809,0.9766081871345029,0.9285714285714286,0.6549707602339181,0.6190476190476191
20,3.0,1.0,0.9761904761904762,0.9415204678362573,0.9523809523809523,0.9824561403508771,0.9523809523809523,0.7485380116959064,0.8095238095238095
21,4.0,1.0,0.9767441860465116,0.9529411764705882,0.9534883720930233,0.9764705882352941,0.9534883720930233,0.7352941176470589,0.8604651162790697
22,4.0,1.0,0.9069767441860465,0.9705882352941176,0.813953488372093,0.9764705882352941,0.9069767441860465,0.9352941176470588,0.8372093023255814
23,4.0,1.0,0.9534883720930233,0.9352941176470588,0.9302325581395349,0.9764705882352941,0.9302325581395349,0.7823529411764706,0.6744186046511628
24,4.0,1.0,0.9523809523809523,0.9532163742690059,0.8809523809523809,0.9766081871345029,0.9523809523809523,0.5964912280701754,0.5952380952380952
25,4.0,1.0,0.9523809523809523,0.9415204678362573,0.9523809523809523,0.9649122807017544,0.9285714285714286,0.5789473684210527,0.6904761904761905
26,5.0,1.0,0.9302325581395349,0.9588235294117647,0.9069767441860465,0.9705882352941176,0.813953488372093,0.9235294117647059,0.9302325581395349
27,5.0,1.0,0.9302325581395349,0.9411764705882353,0.9302325581395349,0.9764705882352941,0.9302325581395349,0.6529411764705882,0.6744186046511628
28,5.0,1.0,0.9534883720930233,0.9470588235294117,0.9069767441860465,0.9764705882352941,0.9069767441860465,0.7470588235294118,0.813953488372093
29,5.0,1.0,1.0,0.9415204678362573,0.9285714285714286,0.9824561403508771,0.9523809523809523,0.8362573099415205,0.8333333333333334
30,5.0,1.0,0.9761904761904762,0.9415204678362573,1.0,0.9649122807017544,0.9761904761904762,0.7602339181286549,0.8809523809523809
